"Missingness_Mech","Trt_Assignment","Trt_Effect_Size","Include_Y_in_Imputation","Complete.Data","CCA","W_MI5","A_MI5","W_MI20","A_MI20","W_MI50","A_MI50"
0,0,0,0,0.0464914353679024,0.380598337628005,0.257749283348807,0.297466216024832,0.238629654177048,0.30618981366416,0.238108816972689,0.31362780600759
0,0,0,1,0.0486109627093492,0.34326103571998,0.289672091544903,0.316568982597973,0.281563376307067,0.324716821605149,0.281491440106462,0.326902469391998
0,0,1,0,0.0423435277961393,0.311554708008846,0.273695269323219,0.336769892745908,0.265789536694188,0.328294928061006,0.266421057266997,0.315558891469157
0,0,1,1,0.0464080944020388,0.394641141043261,0.315039125590917,0.334102850019262,0.310806756779896,0.343221802397923,0.304684648092432,0.342175196005327
0,0,2,0,0.0434772600324209,0.356834668895053,0.261277674676773,0.314592040658712,0.241432943438162,0.297804739140897,0.235937920002421,0.298780448445373
0,0,2,1,0.0457934643426652,0.355049698405559,0.271379441732009,0.293513139680838,0.260121479013323,0.301941940832411,0.262562149691918,0.298111685802632
0,1,0,0,0.0430487970379956,0.334654222594791,0.235237094993267,0.286514175786876,0.217695772375909,0.283674325823176,0.21059108682465,0.289762801621008
0,1,0,1,0.0528667993994978,0.348279528895729,0.273591505794325,0.345771089523011,0.269186722375738,0.327507709366472,0.26693691663685,0.334579900705589
0,1,1,0,0.0406524024385979,0.333475546506299,0.271043934932976,0.312715318110519,0.237741699217291,0.303732531551566,0.234144719811917,0.29482641151475
0,1,1,1,0.0453433179667278,0.357792032523403,0.317314285007879,0.36117263884468,0.300125546979303,0.355042516314446,0.296952031018186,0.366716208892774
0,1,2,0,0.0453086507915065,0.331798114383647,0.233180113170953,0.295002746769868,0.220680722955459,0.295002253455925,0.210616600890266,0.299397909295678
0,1,2,1,0.0445883393751886,0.353693955654441,0.293078048670299,0.350625851087814,0.279618211654797,0.333301440849564,0.276897445904065,0.34618313510038
0,2,0,0,0.0419182527048865,0.237069080498957,0.240230285956571,0.28065299308135,0.221616505888855,0.273976135165759,0.220166083246168,0.259893770109895
0,2,0,1,0.0415494987583244,0.262741090611822,0.281433752907547,0.330239888023446,0.277104594075192,0.335555205523247,0.275332766554929,0.320331251082387
0,2,1,0,0.0456840645835077,0.241821506403129,0.252258596227555,0.288999925656342,0.240819741430921,0.281078582726952,0.237720693151429,0.26951427479835
0,2,1,1,0.0482335111483346,0.274102711861844,0.310591940363871,0.347884313077916,0.308027882636153,0.342664058008069,0.299963164834581,0.350624659293662
0,2,2,0,0.0447935333476439,0.261066790474068,0.237157746219423,0.281897375086156,0.237081099128807,0.280229911718212,0.234061943740515,0.290326666479935
0,2,2,1,0.0428951186705645,0.230233709678869,0.281434914938406,0.314199833424163,0.270899250918936,0.290406733095606,0.270820547163359,0.319676376664976
0,3,0,0,0.0446519854172456,0.378613959720483,0.26674960283863,0.325588390412459,0.241175375404153,0.307696084055713,0.226809633399531,0.318528101709585
0,3,0,1,0.0448895517140258,0.347600315328458,0.27434658979502,0.366794056128203,0.253936497195082,0.382979854029218,0.247392790186083,0.361198710486505
0,3,1,0,0.0467678213167819,0.361019250553991,0.270963677979751,0.312691577569066,0.260119093346311,0.303515324199137,0.248575718149964,0.307973906393407
0,3,1,1,0.0488828718892831,0.360277639050607,0.275812681168408,0.352392483845339,0.25759028928605,0.338647107456537,0.260154940496686,0.358742640391674
0,3,2,0,0.044668229766761,0.330503528632126,0.243236074366339,0.29615088849958,0.221522720346337,0.31275739440663,0.22399290327442,0.292999070468604
0,3,2,1,0.0489327113336026,0.350816602679381,0.273971705084974,0.377310355416276,0.243682895020631,0.357922332018188,0.245386370011998,0.35402810620779
1,0,0,0,0.0464012370210788,0.355780419311141,0.227780270297402,0.275783449709557,0.218730620018014,0.273156327520242,0.213790483515383,0.281496745147983
1,0,0,1,0.0438494986358624,0.377568415609692,0.214250292996956,0.247710006101439,0.210539174481463,0.235080188705005,0.20751340275904,0.230177120789849
1,0,1,0,0.0473624224729143,0.313096020967913,0.265804090983636,0.305972758828194,0.257067555207183,0.304940066998536,0.255387666220597,0.312900425442331
1,0,1,1,0.0453508735399941,0.373900401020743,0.216718178720102,0.237698148372191,0.206416028161661,0.222965225050772,0.204635201040732,0.238651665967117
1,0,2,0,0.0423642401342384,0.387739881304615,0.266574125034064,0.311704978799745,0.259507743717919,0.315792079296968,0.260747635509736,0.316201058564906
1,0,2,1,0.046752273958418,0.368603495052328,0.207883496469019,0.236920582536862,0.203973123498279,0.224464546268357,0.197582009308654,0.20893404481036
1,1,0,0,0.0449293383757705,0.332298804310565,0.236229615653982,0.275226604005347,0.213758792584686,0.283554333005489,0.209947677398105,0.282570196192707
1,1,0,1,0.0465457790759886,0.341077221258914,0.240721810446874,0.31354444028977,0.225610522989667,0.307791196227741,0.223886536028199,0.283537263588432
1,1,1,0,0.0449976789803837,0.319804753866647,0.23753163021287,0.323679938412336,0.223719673921772,0.28650805909096,0.222258671137941,0.290995765767249
1,1,1,1,0.0457871772020512,0.341315402930302,0.257963882952752,0.301343019361223,0.250935556746161,0.326285840776839,0.2441338001584,0.32752721287107
1,1,2,0,0.0472043110570081,0.319807063045504,0.223385779984732,0.276493576710343,0.207752739342165,0.28606781609188,0.206658086388979,0.290572830096004
1,1,2,1,0.046704605870755,0.32753008352407,0.243321401775919,0.305281553357195,0.22754540567938,0.320541397825108,0.224513144103019,0.328677886873772
1,2,0,0,0.0427489334879045,0.306479080500589,0.222200233578749,0.265688361983557,0.214104793113176,0.251633890562803,0.208439977015099,0.245842442431467
1,2,0,1,0.0444424544103328,0.33911779643497,0.213474673758295,0.232324666109978,0.203234963103927,0.236223875018641,0.201460525736366,0.236805525043397
1,2,1,0,0.040799895746687,0.305008477627872,0.238010729492059,0.266778165068993,0.228738273679083,0.263575951122699,0.220740583995291,0.249767999791927
1,2,1,1,0.0453976586365623,0.366272482798738,0.233767457863372,0.26298770407849,0.231778717034498,0.260940227874103,0.230816062099758,0.259474421196236
1,2,2,0,0.0436180527246353,0.338447058671327,0.247670477928311,0.258649909323697,0.229435250445371,0.255400775273329,0.226371005392976,0.269447717887032
1,2,2,1,0.0451749751661333,0.315327986503849,0.201905885285825,0.228206905312392,0.201370283154562,0.235241424511986,0.197754335270535,0.228566629817873
1,3,0,0,0.0446896457759728,0.268017419165691,0.218669961962138,0.267767233886004,0.201335174499196,0.258356985380818,0.202082378395898,0.254362223513305
1,3,0,1,0.0448204659801063,0.286769765488755,0.179585966257468,0.224459567888085,0.155629214408747,0.223426922990679,0.151204912821803,0.244865058590055
1,3,1,0,0.0459862266306059,0.283039446248139,0.23578361076509,0.274352668086134,0.215504380823217,0.251044614244414,0.20448907139179,0.26294707028764
1,3,1,1,0.0430877811594994,0.289605768832763,0.188140942592457,0.227694283780771,0.178035063793596,0.233900040920386,0.173748662164016,0.240705779618705
1,3,2,0,0.0472976662793218,0.259487964063989,0.244815848501111,0.28624333550801,0.216419229115388,0.284043570050288,0.212642309351327,0.27728299859669
1,3,2,1,0.0461814114307415,0.299787217464571,0.169502698490729,0.212012499488469,0.157129354941596,0.220521361230155,0.151920794498333,0.217941350326649
2,0,0,0,0.0461358615258894,0.450223709072767,0.257975718086205,0.307567092138584,0.240463644353885,0.328511527054788,0.240090769310984,0.296278980765921
2,0,0,1,0.0450228253961025,0.426362809230901,0.253384945080356,0.286004524006866,0.254149592332578,0.285195371478733,0.252444129046522,0.281713996468376
2,0,1,0,0.0484882292166789,0.404392027794894,0.287444198181808,0.345995763743822,0.285026598310821,0.343731943462819,0.279364825337629,0.326698609323941
2,0,1,1,0.044693439807369,0.418970875117399,0.280891426326183,0.273418329213671,0.272427244943413,0.286147386933996,0.269957602641709,0.294430022528919
2,0,2,0,0.0448333100865194,0.409644133414677,0.280035769534831,0.323674818420169,0.263154859078593,0.323352902303998,0.261647841814273,0.317970133349329
2,0,2,1,0.0478722652514239,0.399775333647277,0.257806881672114,0.275186087547372,0.251666541197674,0.272017973542569,0.255376539151989,0.270573881660714
2,1,0,0,0.0479018670691437,0.331751896781513,0.236909339199493,0.294022039244835,0.226145777197981,0.299625378558816,0.217917631651779,0.275733824928726
2,1,0,1,0.0419335792513179,0.332917250724696,0.257087232277574,0.329202077039918,0.257800702968783,0.319897734302039,0.249468566423501,0.322810520272656
2,1,1,0,0.0447983748220753,0.32940958061912,0.246501389721101,0.291606661442947,0.244745409790703,0.277658892130059,0.234752168499543,0.27650109756683
2,1,1,1,0.0463079801950463,0.331130386877693,0.287935466226675,0.353897330790751,0.282660053193296,0.342331001430729,0.280935466921203,0.342545592628122
2,1,2,0,0.0423744781024006,0.345993547667385,0.239324555017845,0.29396273259087,0.239803081892614,0.279277445333682,0.226527231267399,0.288501531352244
2,1,2,1,0.0440010787580066,0.338663328704945,0.273547342607092,0.336063056590542,0.255686703145172,0.340980493166337,0.255027469274795,0.343419581568694
2,2,0,0,0.0420416972976481,0.34839026423982,0.236652380329195,0.28207641915624,0.233602497494449,0.27678969897705,0.225992505205084,0.28467355733343
2,2,0,1,0.0460958420532244,0.394541885753597,0.270143171909161,0.295118088812184,0.267039124998164,0.301240392454426,0.266200158853411,0.290848148489047
2,2,1,0,0.0451557908338642,0.376369016207318,0.277547244515514,0.316701839211535,0.268571483881053,0.287825512516195,0.263295636501383,0.297456212836598
2,2,1,1,0.0437810014847332,0.387817457212649,0.286792974416698,0.315876601898515,0.270942372302806,0.302374753234333,0.271029509164787,0.304459652800602
2,2,2,0,0.0454690464319655,0.36916342531992,0.251925208042674,0.260653806719349,0.233087901571708,0.283051998006531,0.231517256527733,0.269082580723542
2,2,2,1,0.0454103536805422,0.350612260118939,0.251508730837174,0.298172321283579,0.251543440956956,0.28646595163312,0.253397309809817,0.289575640870396
2,3,0,0,0.0496596285981288,0.305107057896027,0.216421035152975,0.278355637121853,0.206348637069302,0.273115283185286,0.207337563674352,0.300954008742624
2,3,0,1,0.0444775891515982,0.316536893735178,0.245569362220355,0.32758626094709,0.223592390935516,0.333765070614236,0.222832660122717,0.343156980067393
2,3,1,0,0.0458478869118059,0.28402196915095,0.254924262789388,0.29592406478217,0.235323548296258,0.310279000372934,0.232037864745468,0.310862915477828
2,3,1,1,0.046682270999377,0.315118681834026,0.243593611159184,0.32393142038716,0.220454184150188,0.325681687480833,0.213605815241727,0.326647397508408
2,3,2,0,0.0409623548506065,0.306983007375031,0.252869305171639,0.300709860638931,0.239053443289921,0.311743552802645,0.233035256625197,0.297389680459855
2,3,2,1,0.0412252461072385,0.279998093669913,0.252833429419559,0.340569861969248,0.234207765492504,0.317154271794709,0.219128194875518,0.337259920184611
